I%M/ˆ`<æ=a>iié\md¸a§=¬	LœÁKHþtemp,light,hum
23.40,6.67,70.90
23.40,10.00,70.90
23.40,6.67,70.90
23.40,6.67,70.90
23.40,6.67,70.90
23.40,6.67,70.90
23.50,6.67,67.20
23.50,6.67,67.20
23.50,6.67,67.20
23.50,6.67,67.20
23.50,3.33,67.20
23.50,3.33,67.20
23.50,6.67,67.20
23.50,6.67,67.20
23.70,6.67,69.80
23.70,6.67,69.80
23.70,6.67,69.80
23.70,6.67,69.80
23.70,6.67,69.80
23.70,3.33,69.80
23.70,6.67,69.80
23.70,6.67,69.80
23.70,6.67,69.80
23.30,6.67,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.30,3.33,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.70,6.67,69.20
23.70,10.00,69.20
23.70,6.67,69.20
23.70,6.67,69.20
23.70,6.67,69.20
23.70,6.67,69.20
23.70,3.33,69.20
23.70,6.67,69.20
23.70,6.67,69.20
23.30,6.67,67.80
23.30,10.00,67.80
23.30,6.67,67.80
23.30,6.67,67.80
23.30,6.67,67.80
23.30,6.67,67.80
23.30,6.67,67.80
23.30,10.00,67.80
23.70,10.00,69.40
23.70,6.67,69.40
23.70,6.67,69.40
23.70,6.67,69.40
23.70,6.67,69.40
23.70,3.33,69.40
23.70,6.67,69.40
23.70,6.67,69.40
23.70,10.00,69.40
23.10,3.33,69.30
23.10,3.33,69.30
23.10,6.67,69.30
23.10,6.67,69.30
23.10,6.67,69.30
23.10,6.67,69.30
23.10,6.67,69.30
23.10,6.67,69.30
23.10,6.67,69.30
23.70,3.33,66.50
23.70,6.67,66.50
23.70,6.67,66.50
23.70,10.00,66.50
23.70,10.00,66.50
23.70,6.67,66.50
23.70,6.67,66.50
23.70,6.67,66.50
23.60,10.00,69.00
23.60,3.33,69.00
23.60,6.67,69.00
23.60,6.67,69.00
23.60,6.67,69.00
23.60,6.67,69.00
23.60,3.33,69.00
23.60,6.67,69.00
23.60,10.00,69.00
23.20,3.33,68.30
23.20,6.67,68.30
23.20,3.33,68.30
23.20,6.67,68.30
23.20,6.67,68.30
23.20,3.33,68.30
23.20,6.67,68.30
23.20,3.33,68.30
23.30,10.00,70.60
23.30,3.33,70.60
23.30,6.67,70.60
23.30,10.00,70.60
23.30,10.00,70.60
23.30,3.33,70.60
23.30,3.33,70.60
23.30,6.67,70.60
